CODE COULEUR : ,Surligné en vert : questions à Nathalie,"Surligné en bleu: modifications apportées, à valider ensemble",Surligné en jaune : pour Léa,Surligné en rose : pour Louise,Souligné : apports et corrections validés (Ctrl + u),,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
uuid,mots-clefs,,,,,,,
585267fd-6cba-42d3-9d4c-e6e6233b5f41,production et réception artistiques,effets des arts,styles artistiques,,,,,
599e9e1e-7f15-4b95-bf67-3227334ab942,production et réception artistiques,effets des arts,styles artistiques,caractère de la danse,,,,
4aced94d-49c4-4780-ad8b-8c001519a819,production et réception artistiques,effets des arts,styles artistiques,goût national,,,,
e63ce268-6796-4a08-9ca2-cc995e3708f3,production et réception artistiques,effets des arts,styles artistiques,caractère des nations [attention/musique des nations : pas d’ambiguïté ?],,,,
d79d41d8-8cdc-4068-8165-1353bba3337b,production et réception artistiques,effets des arts,styles artistiques,goût français,,,,
2d2a243e-9647-45a8-9153-16904a56d927,production et réception artistiques,effets des arts,styles artistiques,goût italien,,,,
f5a8f90c-f6fc-4a00-8c55-d8a829861eb5,production et réception artistiques,effets des arts,théorie de la musique [dupliqué dans Musique],,,,,
f70abd7c-ad82-4ef2-9a71-48dd7aba4258,production et réception artistiques,effets des arts,théorie de la musique [dupliqué dans Musique],théorie des passions,,,,
b783e635-fa04-476d-ba28-5411cd708c8d,production et réception artistiques,effets des arts,théorie de la musique [dupliqué dans Musique],,passion en musique,,,
8a0ecb0e-d0fc-487a-92cf-69e34c1cb81c,production et réception artistiques,effets des arts,théorie de la musique [dupliqué dans Musique],,,,,
648db399-5040-4628-8a1e-577d66eedd6c,Religion,effets des arts,théorie de la musique [dupliqué dans Musique],,,,,
170bd200-e9ff-4149-a75b-06f34ab11ce7,Religion,effets des arts,théorie de la musique [dupliqué dans Musique],,,,,
1b69ce86-e014-4ad7-9c80-064db4c08ce9,Religion,"Culte, foi, dévotion",,,,,,
b17d6ebb-7404-455f-9fbc-96a71507065e,Religion,"Culte, foi, dévotion","conversion [dupliqué dans catholicisme, protestantisme, judaïsme]",,,,,
df33329c-0ebf-4af4-8dc1-a7c31cce57a5,Religion,"Culte, foi, dévotion",miracle,,,,,
8fab4824-2dbf-4d77-aa27-7cdffe4eaf14,Religion,"Culte, foi, dévotion",piété,,,,,
7de3a959-ddb3-4068-a8fd-295a374d6876,Religion,"Culte, foi, dévotion",reliques,,,,,
d0c32a96-a5c2-4352-b1c9-8d9e141fb9d3,Religion,Mythologie,,,,,,
489322c4-b788-40cf-9418-64d1f0cb0ece,Religion,Mythologie,mythologie originelle,,,,,
074633da-4408-4605-98e3-b40401ba8eff,Religion,Mythologie,lieux mythologiques,,,,,
1891f63d-0c0b-44d1-8203-47b42aebd8e5,Religion,Mythologie,Mythologie gréco-romaine : dupliquer de Temps ?,,,,,
ebb21e8b-ec36-49a1-8f3e-dc5e66d9c103,Religion,Rites et liturgie,,,,,,
63b60ce1-6c1e-4164-9747-bad32840471e,Religion,Rites et liturgie,Offices liturgiques,,,,,
78fdcdb4-e857-4c7d-9cae-2f8d0f1e160b,Religion,Rites et liturgie,Offices liturgiques,complies,,,,
75ff0ba1-530e-40e9-bc6b-41b5cf6ae258,Religion,Rites et liturgie,Offices liturgiques,laudes,,,,
cc166f4e-2854-4d92-be72-104be4812c8a,Religion,Rites et liturgie,Offices liturgiques,matines,,,,
8538460f-dca8-4521-9ba9-c34fb0648902,Religion,Rites et liturgie,Offices liturgiques,messe,,,,
0da976ea-d445-4a7a-8538-066b7d417c63,Religion,Rites et liturgie,Offices liturgiques,,communion,,,
c388f8c8-2fdd-4a20-b6db-668b34f3bfdd,Religion,Rites et liturgie,Offices liturgiques,,encensement,,,
d66ae96b-f7e2-45bc-b1d3-025d55ff7610,Religion,Rites et liturgie,Offices liturgiques,,messe basse,,,
64bf8ece-ea10-4eb1-bebb-4325c74609c3,Religion,Rites et liturgie,Offices liturgiques,,messe basse en musique,,,
f20d8196-fc7c-487f-9109-468d6343d058,Religion,Rites et liturgie,Offices liturgiques,,messe des morts,,,
3853e797-d3b4-444d-8594-2d1e94c50972,Religion,Rites et liturgie,Offices liturgiques,,EP office des morts,,,
facd1594-fe3b-427e-8290-00560bbab692,Religion,Rites et liturgie,Offices liturgiques,,messe des morts en musique,,,
527fa3ef-e466-47ca-92be-33606bbe6f01,Religion,Rites et liturgie,Offices liturgiques,,messe du Saint-Esprit,,,
8085eacb-9456-4fd0-b020-d375d6c668cb,Religion,Rites et liturgie,Offices liturgiques,,messe du Saint-Esprit en musique,,,
0e32644c-a096-42f9-80ae-e53e643d9d25,Religion,Rites et liturgie,Offices liturgiques,,messe funèbre,,,
467b5f46-3e96-43ef-b6fe-0419a6f2edbb,Religion,Rites et liturgie,Offices liturgiques,,messe solennelle,,,
b2312be6-1534-49eb-a882-ed4ffbbc9f4d,Religion,Rites et liturgie,Offices liturgiques,,offertoire,,,
b3cbfa51-577a-429b-96a1-44a3bf8d9d1a,Religion,Rites et liturgie,Offices liturgiques,,élévation,,,
86de1e6d-0a1e-46bb-aaf6-42362d9fd1d1,Religion,Rites et liturgie,Offices liturgiques,none,,,,
17bdfc57-eace-4b5d-b438-e61d1c38fa5a,Religion,Rites et liturgie,Offices liturgiques,office de Ténèbres,,,,
22ff240b-97ce-4f14-ae1c-66f932841c2c,Religion,Rites et liturgie,Offices liturgiques,prime,,,,
06d2b264-09d0-4e32-87b4-a793b4e96df2,Religion,Rites et liturgie,Offices liturgiques,salut,,,,
13a64c1a-08cc-4743-84b8-4e09f355114a,Religion,Rites et liturgie,Offices liturgiques,service en musique,,,,
d618a3e4-27d8-4bf7-b957-9999dd26fbcf,Religion,Rites et liturgie,Offices liturgiques,service funèbre,,,,
a7af9b80-c854-4d57-8df7-038cf8eef2f2,Religion,Rites et liturgie,Offices liturgiques,service solennel,,,,
cb6d4528-a18d-49f7-9c04-0201d256a1d3,Religion,Rites et liturgie,Offices liturgiques,sexte,,,,
162231f3-15f2-4751-abca-d999a2c3f4a1,Religion,Rites et liturgie,Offices liturgiques,tierce,,,,
af90caee-dc35-4b30-aef3-a0c575c8bac9,Religion,Rites et liturgie,Offices liturgiques,vigiles,,,,
59fa6d54-770f-4527-b9b8-d49accc885b7,Religion,Rites et liturgie,Offices liturgiques,,vigiles en musique,,,
3670ce5d-0273-410e-af91-8eadfdd32628,Religion,Rites et liturgie,Offices liturgiques,vêpres,,,,
0b421e81-a09f-4aa7-980e-b97ffa12895f,Religion,Rites et liturgie,Offices liturgiques,,vêpres des morts,,,
7748c66c-717f-4824-8979-4ffa46675cc1,Religion,Rites et liturgie,Offices liturgiques,,vêpres en musique,,,
60c31d8d-d12d-4028-9b3a-1f6021a96993,Religion,Rites et liturgie,Prière,,,,,
d72e189f-e7be-4ed5-8eee-9213737413fc,Religion,Rites et liturgie,Prière,action de grâce,,,,
fe6ccf23-a663-4bf3-b10d-4dc2bb60ce21,Religion,Rites et liturgie,Prière,adoration du Saint-Sacrement,,,,
f74f3b6f-08ad-4da8-b6a5-65b4abd170c3,Religion,Rites et liturgie,Prière,oraison pour le roi [vraiment différent de « prière pour le roi » ?],,,,
0c892b9a-dc07-46fd-8082-03c9d4c49dec,Religion,Rites et liturgie,Prière,prière pour le roi [vraiment différent d’« oraison pour le roi » ?],,,,
be0f7bc2-9a4f-4b6f-9151-6560043e4253,Religion,Rites et liturgie,Prière,prière chantée,,,,
381675ed-7611-47ff-8975-5946c03b3231,Religion,Rites et liturgie,Prière,prière pour la paix,,,,
41db8d55-3e0f-472a-9c5c-16800fd10def,Religion,Rites et liturgie,Prière,prière pour les morts,,,,
7b749169-65c8-4440-ae97-b17567a4f5a8,Religion,Rites et liturgie,Prière,prière publique,,,,
b0205f29-6ebd-4390-a822-f5dd4f158d12,Religion,confessions religieuses,Prière,,,,,
5ba4aa2c-3cd9-4782-90d8-caa7661a946f,Religion,confessions religieuses,catholicisme,,,,,
897f698f-bd0e-44c8-ab20-fa946376dba2,Religion,confessions religieuses,catholicisme,approbation religieuse [dupliqué dans Livre],,,,
f4666ea7-ead4-4fe6-ad79-73746ac42957,Religion,confessions religieuses,catholicisme,Inquisition,,,,
23d72bfb-ea23-4b9b-a192-494c0aafda87,Religion,confessions religieuses,catholicisme,mission,,,,
95d56361-129f-46f1-bfce-7dd59c9158a3,Religion,confessions religieuses,catholicisme,nouveaux convertis,,,,
3b69b468-58b0-421f-b49d-49b064741d62,Religion,confessions religieuses,protestantisme,,,,,
c3b5ea35-0e6f-40b0-9995-e79df80de522,Religion,confessions religieuses,protestantisme,dogme protestant,,,,
af6df58a-bb11-4a39-9ce3-7c2810f21d5b,Religion,confessions religieuses,protestantisme,psaume réformé [dupliqué dans textes religieux],,,,
56116fb4-fa6f-4293-8ba3-bd595041a532,Religion,confessions religieuses,islam,,,,,
3562bc4b-38bf-413d-b33d-8cf5c09c9f36,Religion,confessions religieuses,judaïsme,,,,,
3b17c345-e0a3-4a30-a515-0546e95cf1f6,Religion,textes religieux,,,,,,
4b163ac4-852d-4111-94be-c154223fb958,Religion,textes religieux,textes liturgiques,,,,,
d8762bfb-adbc-4607-a8cc-6959f1fcb68d,Religion,textes religieux,textes liturgiques,Attollite portas principes,,,,
30cf6e2d-982a-444c-b431-cc012d1300dd,Religion,textes religieux,textes liturgiques,Benedictus [lequel ? voir détail dans psaumes],,,,
9c34935f-d66f-4e4f-aab9-177e605583d8,Religion,textes religieux,textes liturgiques,Benedictus Dominus Deus Israel,,,,
dc221ddb-cc09-485e-90dc-4c17c33d4c6c,Religion,textes religieux,textes liturgiques,Cantate Domino canticum novum,,,,
35e35b8f-5ced-4ef7-8b29-a6d8c30db6c2,Religion,textes religieux,textes liturgiques,De profundis clamavi,,,,
99c702fb-57e3-45e9-9606-6efef2275686,Religion,textes religieux,textes liturgiques,Deus noster refugium et virtus,,,,
ad6a87d8-82a9-456d-8b10-8d8506b23802,Religion,textes religieux,textes liturgiques,Domine in virtute tua,,,,
415b4375-d2c5-4759-927a-2d6c4caa7aa6,Religion,textes religieux,textes liturgiques,Domine salvum fac regem,,,,
2ac96d95-1779-42b4-a0e5-51692574de02,Religion,textes religieux,textes liturgiques,Ecce crucem Domini,,,,
47acb211-511d-42bc-981b-c50c9d8af8ea,Religion,textes religieux,textes liturgiques,Exaudiat te Dominus,,,,
54e9abb0-d734-4c92-8c5f-2e211542ba03,Religion,textes religieux,textes liturgiques,,Exaudiat te Dominus en musique,,,
cdab8f7e-149c-444d-b1ba-f11877b25a92,Religion,textes religieux,textes liturgiques,In exitu Israel,,,,
52618a2b-cf11-41cf-ba6c-c6436cbdda15,Religion,textes religieux,textes liturgiques,Iste confessor,,,,
7b3a8038-b7ec-4cbe-97d8-6668824b33a5,Religion,textes religieux,textes liturgiques,Laudate,,,,
d89547e9-50ae-4a14-b647-9001da41ae51,Religion,textes religieux,textes liturgiques,Libera me,,,,
20b5c9cd-6407-4044-ad2f-dab21cb24131,Religion,textes religieux,textes liturgiques,,Libera me en musique,,,
7745adff-b2c1-420d-abf8-a9d6ca0fe4d6,Religion,textes religieux,textes liturgiques,Miserere mei Deus,,,,
e4bc74c2-f322-4a3a-9792-ce185b05ec74,Religion,textes religieux,textes liturgiques,Nunc dimittis servum tuum,,,,
9768c84e-1be8-45e2-831c-113e28c573df,Religion,textes religieux,textes liturgiques,Pange lingua gloriosi corporis,,,,
979a52f7-7345-4843-9a01-befe6a315b12,Religion,textes religieux,textes liturgiques,Subvenite,,,,
d08a6dfb-5bb7-4dbd-b147-81950b1d2b08,Religion,textes religieux,textes liturgiques,Super flumina Babylonis,,,,
11c2e4fa-5994-4896-8fa5-cd200a98fc7f,Religion,textes religieux,textes liturgiques,Te Deum laudamus,,,,
5b38d090-3a92-4fa8-9339-12274029f8b6,Religion,textes religieux,textes liturgiques,,Te Deum laudamus en musique,,,
fd61013a-6dc5-48aa-9c9f-98ae673237f4,Religion,textes religieux,textes liturgiques,Usquequo Domine oblivisceris,,,,
7d557d2d-7325-47ae-bc71-8e643132c564,Religion,textes religieux,textes liturgiques,,Usquequo Domine oblivisceris en musique,,,
d51dc2b8-4dfa-4456-be37-dd76d4814913,Religion,textes religieux,textes liturgiques,Veni creator spiritus mentes,,,,
9ad5ead8-ea71-4906-a996-355200c96413,Religion,textes religieux,textes liturgiques,,Veni creator spiritus mentes en musique,,,
28674163-5bc3-4001-a0ea-ba06af87e529,Religion,textes religieux,textes liturgiques,antienne [détailler les titres issus de Textes liturgiques ?],,,,
7ad215d5-0e73-4347-a2a7-5cfaae09037f,Religion,textes religieux,textes liturgiques,,Benedictus Dominus Deus Israel,,,
1e924350-856d-4c22-bef5-1e235e50d9ce,Religion,textes religieux,textes liturgiques,cantique ? [détailler les titres issus de Textes liturgiques ?],,,,
02f09ba6-6dbb-410b-b144-fa71f97639c3,Religion,textes religieux,textes liturgiques,,Nunc dimittis,,,
d0648d0d-56cf-444f-9a9f-45fcf0dc5e77,Religion,textes religieux,textes liturgiques,,Subvenite ??,,,
fb7177b3-1b5f-4a82-a758-7925b503d789,Religion,textes religieux,textes liturgiques,hymne [détailler les titres issus de Textes liturgiques ?],,,,
6a552c99-d071-4d7c-94a6-8999f519ca8d,Religion,textes religieux,textes liturgiques,,Iste confessor,,,
44e3988c-0105-4dc8-9e84-309454557101,Religion,textes religieux,textes liturgiques,,Pange lingua gloriosi corporis,,,
aa4c3673-77ae-4a70-91fa-c2f40fcb958e,Religion,textes religieux,textes liturgiques,,Te Deum laudamus,,,
b2b6d91a-2e5b-4a03-8130-9e15b90c1a84,Religion,textes religieux,textes liturgiques,,,Te Deum laudamus en musique,,
76737b14-2a9d-4e25-af4c-7d39edbc4e30,Religion,textes religieux,textes liturgiques,,Veni creator spiritus mentes,,,
a6569e8e-6457-4d59-b022-31be4e4a4825,Religion,textes religieux,textes liturgiques,,,Veni creator spiritus mentes en musique,,
8a8fb46b-bc91-4c44-946b-1cc0c22ce207,Religion,textes religieux,textes liturgiques,introït [détailler les titres issus de Textes liturgiques ?],,,,
1eb8485f-79e4-477d-ac87-d09ec1d03d37,Religion,textes religieux,textes liturgiques,litanies,,,,
83585452-9e27-4252-8587-86a442d449d8,Religion,textes religieux,textes liturgiques,oraison,,,,
6f0212fd-36d0-4e21-a3ad-6b2db3b1cf64,Religion,textes religieux,textes liturgiques,psaume [détailler les titres issus de Textes liturgiques ?],,,,
df737b74-e8a7-4941-b21b-8aa42521974c,Religion,textes religieux,textes liturgiques,,psaume de pénitence,,,
87c26551-1fd5-48bb-8126-b335f57bae2b,Religion,textes religieux,textes liturgiques,,psaume en musique,,,
42eef48f-6315-46d0-97ac-c8e27a9dd562,Religion,textes religieux,textes liturgiques,,psaume réformé [dupliqué dans protestantisme],,,
f2e25260-d3b2-4519-bca5-e1e076b9c372,Religion,textes religieux,textes liturgiques,,Attollite portas principes EP Psaume 23,,,
c4d7922c-e7c7-48d6-bf26-c2875cb1a502,Religion,textes religieux,textes liturgiques,,Cantate Domino canticum novum EP Psaume 97,,,
56ca6b94-fab6-4b4a-979f-7962ff70a9b9,Religion,textes religieux,textes liturgiques,,Deus noster refugium et virtus EP Psaume 45,,,
2bb5bd43-eb3c-41ea-999f-d13b862151a6,Religion,textes religieux,textes liturgiques,,De profundis clamavi,,,
7e4f4ef8-8e8b-4855-909c-fde9062b46ad,Religion,textes religieux,textes liturgiques,,Domine in virtute tua EP Psaume 50,,,
94e05782-862d-47ce-81eb-98daf4bf771b,Religion,textes religieux,textes liturgiques,,In exitu Israel EP Psaume 113,,,
609011da-b732-4b34-9c3f-217ff2cc9dfe,Religion,textes religieux,textes liturgiques,,Laudate (sans précision : Psaume 112 (Laudate Pueri) ou 116 (Laudate Dominum omnes gentes),,,
1f07a735-10f9-4d07-9726-a8f965700c2c,Religion,textes religieux,textes liturgiques,,,Laudate Dominum (sans plus de précision : sans doute Psaume 116 (Laudate Dominum omnes gentes) EP Psaume 116 EP Laudate Dominum omnes gentes,,
ca7ccc1b-e038-4eb7-97bc-bf8ddcefe926,Religion,textes religieux,textes liturgiques,,Laudate Jerusalem Dominum EP Lauda Jerusalem Dominum EP Psaume 147,,,
1e3c2426-15f0-4542-8ea2-f25cd9f015dd,Religion,textes religieux,textes liturgiques,,Miserere mei Deus [1682-05_009] EP Psaume 56,,,
0c36bca2-47c0-4562-a4e7-206c915fd490,Religion,textes religieux,textes liturgiques,,Super flumina Babylonis EP Psaume 137,,,
c03aa97a-9fe3-4652-bcf9-7d0189e4947b,Religion,textes religieux,textes liturgiques,répons,,,,
72ce1f9e-9a94-4d0d-b654-f9c501b9d63e,Religion,textes religieux,textes liturgiques,verset,,,,
fec5bbb2-7bd3-47d4-ab8a-3ec6c5d34bd2,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],,,,,,
485bcbef-2478-4f04-a67e-692b01c0da2f,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],assemblée synodale  [aussi dans événements ?],,,,,
281e4ca8-84e7-41a5-a16e-5e797d4b9e7b,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],conférence ecclésiastique  [aussi dans événements ?],,,,,
e766f4f8-1681-47db-abd0-4b6fa2534eb0,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],costume ecclésiastique  [aussi dans événements ?],,,,,
6a79c385-51b5-41b5-a540-17dbf4f58109,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],fondation [aussi dans événements ?],,,,,
b8132a2f-1224-4c74-b7ba-6af5997eaaed,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],fondation [aussi dans événements ?],fondation d'un couvent,,,,
61a3e98e-f1db-41ea-b34a-4b72ed3d9eb1,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],fondation [aussi dans événements ?],fondation d'un office,,,,
2fc27db1-a1be-4315-a395-e29bb9f50ffa,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],mandement  [aussi dans événements ?],,,,,
69ce4597-4649-4143-b2ac-a2ca9faa6838,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],canonisation [dupliqué dans cérémonies : n’est pas une cérémonie mais prétexte à ; ],,,,,
db07b14d-3b6c-431f-ab0a-4763f283284c,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],consécration d'une église [dupliqué dans cérémonies],,,,,
d836602e-24cf-474d-ae1d-a7cfb6094dad,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],dédicace d'une église [dupliqué dans cérémonies],,,,,
86e18824-f4c3-481c-82f6-668dd277ab71,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,,,,,
d94b5055-6b8a-4e1c-9db5-f0e01707e315,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination d'un archevêque,,,,
c1b9da93-31b8-4e0c-a3cd-87b1796c3d7b,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination d'un cardinal,,,,
76536059-9137-4959-b8f8-22c42878df8c,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination d'un chanoine,,,,
de0e31e6-184d-4d92-b945-aa0bec2b369b,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination d'un évêque,,,,
6c1b07f3-ed04-4b7e-a8bf-6d938e1126bf,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination d'une abbesse,,,,
476335e3-ed28-4eca-8934-86c1cdc28090,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],carrière ecclésiastique,nomination du grand maître de l'ordre de Malte,,,,
9a2d23dd-4f69-412e-ab54-44b1165464f4,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],noviciat,,,,,
a1a1453e-5fce-49fa-90c9-3e9d3b62e520,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],élection,,,,,
afbc710b-d7dc-4ab0-a681-5ba6ebfaeb7b,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],élection,élection d'un doyen,,,,
7d745d8a-7c95-4c01-8492-5dbcbf260230,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],élection,élection d'un prince-évêque,,,,
37264f5b-08c4-431c-bd20-b3f6c17e5c0e,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],établissement [dupliqué dans vie administrative / établissement],,,,,
482f0452-dfa7-46d5-8dc2-6177b383f299,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],établissement [dupliqué dans vie administrative / établissement],établissement d'une communauté religieuse,,,,
fb7eacc5-1138-45fc-b288-02979c3dce72,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],établissement [dupliqué dans vie administrative / établissement],établissement d'une congrégation,,,,
4fbdf284-585d-4071-9620-322b8bd68fea,Religion,vie religieuse [renommer ? réordonner : presque tous sont des événements eux-mêmes occasions de célébrations],établissement [dupliqué dans vie administrative / établissement],établissement d'une paroisse,,,,
ace8a369-c923-47be-90b6-a2880ee8bd6a,Temps,,,,,,,
cecf5968-5e22-4e98-9463-a9ead2b3d8a8,Temps,actualité,,,,,,
1237d2ae-9f1a-4b0d-9c70-c46cab767c04,Temps,actualité,actualité dramatique [porte sur les œuvres],,,,,
b8ddc909-07e4-4215-b90d-730aafff6576,Temps,actualité,actualité militaire,,,,,
1f952431-bd39-42f7-a4c1-736efa592f10,Temps,actualité,actualité musicale,,,,,
f96b1fe6-5a1a-4958-8ad9-085ee7d50e71,Temps,actualité,actualité théâtrale [porte sur les institutions ?],,,,,
f51875f9-25aa-4b57-8ae1-8da4d5b23086,Temps,actualité,rivalité des théâtres,,,,,
62f66fcc-8180-4b48-8477-1acf117b7157,Temps,actualité,actualité éditoriale EP actualité littéraire,,,,,
c5ffc012-7710-41b3-b963-4a68e59c47c8,Temps,actualité,actualité éditoriale EP actualité littéraire,livre nouveau,,,,
c1de1a8d-9cea-4053-8a8c-d20f33747d7a,Temps,actualité,actualité étrangère,,,,,
1bad75b7-aea8-4c72-aae1-da4e58246401,Temps,fêtes du calendrier,,,,,,
7b505f5f-47be-4c85-b5d7-3f5aa53a7af8,Temps,fêtes du calendrier,nouvel an EP jour de l'an EP Étrennes,,,,,
cc86f6e9-65d5-4176-8b91-56952a206530,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],,,,,
f986bb75-3b84-43ba-abf3-184087731b38,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Annonciation NA 25 mars,,,,
4b784cdd-5f80-4922-9064-5115693c5222,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Chandeleur NA 2 février,,,,
41a620db-ce51-4362-a391-2dc3c56e916f,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Fête-Dieu EP octave du Saint-Sacrement,,,,
7934e4a4-ade4-4ffc-8f5c-acd628c47c94,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Mardi gras,,,,
9f9c8cd7-13b1-4594-8e7a-a1b3dbc02a1b,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Nativité (du Christ) NA 25 décembre EP Noël,,,,
92ff9863-ea66-4a71-aab5-42a2511020c2,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Nativité de la Vierge NA 8 septembre,,,,
3510c906-d580-4841-9043-127cd6d354e8,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Pentecôte,,,,
c56f66e7-7e1a-4a2d-b4d0-3ccdf015255c,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Pâques,,,,
e99859c6-e94b-4f14-9aae-4934d3832343,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Quarante heures,,,,
20a7b680-65c0-4c8e-b6f6-f3947975a25f,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Quasimodo EP Dimanche de Quasimodo,,,,
79360a7a-7232-4c51-af4c-59f18a32671c,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Rameaux,,,,
e477c763-6dad-4045-8a52-f2ebbc4ed7c0,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Toussaint,,,,
071ee1e5-f11e-446f-930b-7ff676756188,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],Trinité,,,,
f137f592-0c37-484c-bfae-0f4892589ec1,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Notre-Dame-du-Mont-Carmel,,,,
8838b3b5-3b6d-455c-8c43-f290b12d6873,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Barthélemy,,,,
89500487-9088-4752-8e54-d12ce4e9d3c3,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Sainte-Cécile,,,,
b67c422a-2e8f-4776-a84a-4880d56fe03d,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Georges,,,,
149f64ea-9578-45a1-b0cb-d453af3d26fe,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Hubert,,,,
c9bb44f0-0158-42da-a77b-52040d34dbc8,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Louis,,,,
0adc53ee-e316-4f5d-beeb-58d474caa714,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Martin,,,,
6d79c702-7ca7-4354-ab9a-bb6712c7e992,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Maur,,,,
a439f5d1-746f-4187-bf7b-b5bb38df9f36,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Pierre et Saint-Paul,,,,
b0dbabea-bbf8-4880-b19d-4b86fbb6ab66,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Quentin,,,,
8e76a03e-f3f2-4dd7-a9cf-8d54fc3fa440,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Saint-Rémi,,,,
21407345-b21b-442a-93db-5922a1d80af8,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de Sainte-Anne,,,,
ed482974-8100-4eb4-ae55-20a50b10809d,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête de la Portioncule,,,,
bca2b2c0-eca9-4287-b041-2fe7e24d0942,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête des Tabernacles,,,,
594af73a-8a3f-451b-a22d-81846b060654,Temps,fêtes du calendrier,fête religieuse [à dupliquer dans Religion une fois TS fixés],fête du Rosaire,,,,
